Type,Size,Threads,Solutions,FirstTime_s,TotalTime_s,Status
dense,8,32,136515 0.16868 231.447
dense,16,32,208 2.66137 125.273
dense,24,32,0 -1.7628e+09 26.8719
dense,32,32,0 -1.7628e+09 22.021
dense,8,48,136512 0.135013 240.806
dense,16,48,208 2.71477 126.57
dense,24,48,0 -1.7628e+09 27.6225
dense,32,48,0 -1.7628e+09 23.9291
dense,8,64,136515 0.152979 203.514
dense,16,64,208 2.95409 136.576
dense,24,64,0 -1.7628e+09 20.0144
dense,32,64,0 -1.7628e+09 25.8646
