Type,Size,Threads,Solutions,FirstTime_s,TotalTime_s,Status
sparse,8,32,243993 0 418.561 TIMEOUT
sparse,16,32,121655 0 418.636 TIMEOUT
sparse,24,32,18894 1.46578 344.926
sparse,32,32,5680 47.4407 423.969
sparse,8,48,746983 0 418.6 TIMEOUT
sparse,16,48,396118 0 418.671 TIMEOUT
sparse,24,48,18893 0.780188 209.7
sparse,32,48,5680 29.7642 224.519
sparse,8,64,1301895 0 418.769 TIMEOUT
sparse,16,64,375532 0 418.805 TIMEOUT
sparse,24,64,18894 0.736692 72.9805
sparse,32,64,5680 32.3676 121.931
